start_chunk	end_chunk	id_chunk	n_observed	mean_simulated	odds_ratio	u	pvalue	cintervL	cintervH	stdev
2	1002	0	603	242.8682	2.7502161028474266	412.67764166079564	9.578052670194729e-92	243.16595650934332	242.5704434906567	15.189339312820687
1002	2002	1	221	117.839	1.9273651490893735	74.43133886904255	6.278437001557693e-18	118.0499954897465	117.6280045102535	10.763432491542835
2002	3002	2	204	129.0042	1.6130281133158988	38.467475290719165	5.567382158225789e-10	129.22337354226994	128.78502645773005	11.180616367624818
3002	4002	3	147	102.8505	1.445864517456226	17.213899086245576	3.339838834124905e-05	103.0465947540385	102.6544052459615	10.003306940707159
4002	5002	4	158	123.8203	1.287553670625884	8.976418470045786	0.0027348618663538553	124.03481157246291	123.60578842753709	10.942797078900805
5002	6002	5	140	118.0095	1.1931978919484643	3.991179419479792	0.04573903738485234	118.218445844	117.800554156	10.658874694356811
6002	7002	6	127	116.1853	1.0961760765682105	1.0073515855766395	0.31553815419399744	116.39584578335638	115.97475421664362	10.74049179088183
7002	8002	7	123	115.7588	1.0645662806401242	0.4575020769181002	0.4987937004815173	115.96868464262202	115.54891535737796	10.706765270612783
8002	9002	8	112	118.5257	0.9433348120356986	0.37718553069801963	0.5391133548465188	118.73657038730282	118.31482961269718	10.757050688269532
9002	10002	9	147	117.8238	1.2572048963210987	6.915709042189157	0.0085441755171632	118.0337059998735	117.6138940001265	10.707854759941414
10002	11002	10	125	112.2205	1.1176029204072844	1.4456482594911648	0.22922751169302083	112.42601854674662	112.01498145325338	10.484039285981334
11002	12002	11	92	118.139	0.7734633768972861	6.442551001779748	0.01114185322222805	118.35134274440696	117.92665725559303	10.832159479992898
12002	13002	12	91	116.324	0.777160036689624	6.1304244925298335	0.013287496430434172	116.53113919931656	116.11686080068344	10.566713017774259
13002	14002	13	69	137.4195	0.4932533880621348	42.98792649596216	5.507872442494839e-11	137.6459150928878	137.1930849071122	11.55002682897317
14002	15002	14	72	140.106	0.5048645067352231	41.557651566658805	1.1444567834618582e-10	140.3328326022589	139.8791673977411	11.571325075374903
15002	16002	15	190	125.0809	1.5452647521371121	30.134883473265518	4.0301633478670235e-08	125.29561994370147	124.86618005629853	10.953426641467043
16002	17002	16	86	116.367	0.7332285335671175	8.96100674040742	0.002758028693103519	116.5730062006002	116.1609937993998	10.508915786131316
17002	18002	17	66	118.498	0.5494373143909673	28.46074923943752	9.561741310913039e-08	118.70526973580675	118.29073026419326	10.573372025990572
18002	19002	18	76	125.4949	0.5978590223813725	23.39526166138205	1.3190304085229255e-06	125.71187367302137	125.27792632697863	11.068395276190673
19002	20002	19	74	125.33	0.5826159450282856	25.367358118908314	4.738690362931906e-07	125.54567381600741	125.11432618399259	11.002086165814191
20002	21002	20	64	107.1048	0.5909122869623478	20.781310073499853	5.148294293453851e-06	107.30360896536502	106.90599103463498	10.141765968508642
21002	22002	21	99	124.5485	0.7895935889664237	5.811462944765218	0.015922043539537578	124.76472114199207	124.33227885800794	11.03000669764076
22002	23002	22	82	121.8091	0.6662507849283555	15.130392918999448	0.00010033490343827689	122.02399070136576	121.59420929863424	10.962137437105959
23002	24002	23	79	114.2826	0.6849633143583824	12.551223491226366	0.00039594697483066757	114.48952157922297	114.07567842077704	10.555611646891903
24002	25002	24	92	118.6611	0.769955190953133	6.682578674150925	0.009735967852563417	118.87363373401932	118.44856626598069	10.841902360287147
25002	26002	25	92	141.2116	0.6431876682977646	20.218171275329638	6.90934936275208e-06	141.43767837250329	140.98552162749672	11.532849840347355
26002	27002	26	108	193.1443	0.5467657745249501	46.643218492974384	8.516118167265184e-12	193.41122113210665	192.87737886789333	13.616345967622884
27002	28002	27	88	151.7474	0.5703314507963855	32.66063068637146	1.0973757336752746e-08	151.98469501195825	151.51010498804175	12.105039993325095
28002	29002	28	157	154.0831	1.0197148941400909	0.05711754220786158	0.8111111921139653	154.32074939850855	153.84545060149145	12.123118179329937
29002	30002	29	163	187.3352	0.864502422659871	3.464895931547524	0.06268445193113209	187.5980315011655	187.07236849883446	13.40772318329999
