start_chunk	end_chunk	id_chunk	n_observed	mean_simulated	odds_ratio	u	pvalue	cintervL	cintervH	stdev
2	102	0	1015	130.7868	8.15625680787793	2434.7866724024166	0.0	131.01050385858758	130.56309614141242	11.411719667079105
102	202	1	765	255.3504	3.08264111554739	673.956704465565	1.3776634760206162e-148	255.6596429245697	255.0411570754303	15.77529143439195
202	302	2	968	229.5444	4.396061694526685	1339.7427862692448	2.610094098618812e-293	229.83657498199713	229.25222501800286	14.904610985866087
302	402	3	230	85.3649	2.7158054263664155	167.80367643778197	2.232972249527765e-38	85.54615757386762	85.1836424261324	9.24642352426061
402	502	4	103	61.0402	1.6912898640952352	23.955109932976725	9.86082217870802e-07	61.194038892112005	60.88636110788799	7.847724763267377
502	602	5	147	65.454	2.2559053095217942	75.1429286236507	4.378421134945839e-18	65.61180967339854	65.29619032660145	8.050284715461933
602	702	6	440	72.6208	6.1830557964085475	858.0107937608985	1.3182944265808192e-188	72.78640318659738	72.45519681340262	8.447852233556173
702	802	7	106	69.1435	1.536138275211316	16.93936863831121	3.859284169364553e-05	69.30742569239143	68.97957430760857	8.362278861052172
802	902	8	211	90.3739	2.3502591810279014	117.36073084421741	2.3932879388610498e-27	90.56135002359233	90.18644997640769	9.562316601640003
902	1002	9	162	78.6873	2.0682053279202535	67.71989153149701	1.8845269062278224e-16	78.86067239566529	78.5139276043347	8.844179934284467
