start_chunk	end_chunk	id_chunk	n_observed	mean_simulated	odds_ratio	u	pvalue	cintervL	cintervH	stdev
0	1000	0	4108	1131.2113	4.389798405354142	5188.839957295481	0.0	1131.8460729526355	1130.5765270473644	32.381430671142375
1000	2000	1	1164	548.7978	2.1968627629507664	541.4831196539596	8.969820847942616e-120	549.2511261980152	548.3444738019849	23.125356541251424
2000	3000	2	935	599.2295	1.5903970327256427	166.81222693420398	3.6765942515499787e-38	599.6961861363488	598.7628138636512	23.806881982947704
3000	4000	3	689	479.8571	1.4528340363700631	82.66509762539414	9.720253188163542e-20	480.2780397891873	479.4361602108127	21.47324101271161
4000	5000	4	973	569.3422	1.748656677805017	244.77720756649808	3.573574370111924e-55	569.7976836685243	568.8867163314758	23.235414761953354
5000	6000	5	964	547.969	1.8012863388131504	266.80379332845234	5.643177039490228e-60	548.4216914842893	547.5163085157108	23.092978131891083
6000	7000	6	685	541.5306	1.2751983769546917	36.19561959526823	1.784712643862813e-09	541.9796010038682	541.0815989961319	22.904717060902545
7000	8000	7	590	542.2432	1.0909961907663472	4.215842509692649	0.04004817341260713	542.6944694329392	541.7919305670608	23.02043556842485
8000	9000	8	581	550.553	1.0571094041987208	1.705659068364909	0.19154955422428915	551.0047314747832	550.1012685252168	23.044005532892932
9000	10000	9	824	549.7529	1.5222906003782504	122.69789680081135	1.6238337932946722e-28	550.2088271980455	549.2969728019544	23.258040364355722
10000	11000	10	600	522.5402	1.153243895645362	11.290468095809558	0.0007790603654436506	522.9858179748198	522.0945820251802	22.732139889592446
11000	12000	11	415	549.9092	0.7489977537842052	37.213558980461414	1.0587506356953133e-09	550.3648153698794	549.4535846301208	23.24213319297521
12000	13000	12	493	540.9134	0.9089777264611036	4.5039714414053265	0.03381622819054452	541.3633872445583	540.4634127554417	22.95502778129445
13000	14000	13	425	640.3008	0.6557843171867425	84.83490388386963	3.243477776866161e-20	640.789954779899	639.811645220101	24.953066331815815
14000	15000	14	434	652.4122	0.6571202679992546	85.68216043830569	2.1131069098126538e-20	652.9025838585509	651.9218161414491	25.015764852588454
15000	16000	15	501	581.5823	0.8575569172171005	12.084529956669542	0.0005084191752196671	582.0462129433616	581.1183870566384	23.66541414617543
16000	17000	16	243	540.852	0.44190619167564443	211.8131271830539	5.524598852006628e-48	541.305178668887	540.3988213311129	23.11783069407681
17000	18000	17	311	552.7059	0.5551526037392867	129.00650034434403	6.759663362266747e-30	553.1603904759882	552.2514095240119	23.184749409687395
18000	19000	18	281	584.1303	0.47299296022370263	200.1451624890684	1.9415753502636838e-45	584.5927241389403	583.6678758610598	23.589466333726158
19000	20000	19	212	582.8317	0.3563104057950882	320.5476296362104	1.1005656744848897e-71	583.2972065603398	582.3661934396602	23.7467087216313
20000	21000	20	154	499.7999	0.3022721846385615	335.6561150111126	5.63519731420631e-75	500.2339619037503	499.36583809624966	22.142634441050593
21000	22000	21	233	580.0329	0.3940126647107331	275.78049949437474	6.239114483064177e-62	580.4991692961502	579.5666307038499	23.785617872781863
22000	23000	22	207	573.1101	0.35390431819557244	318.1024006766461	3.751830778400537e-71	573.5710390964225	572.6491609035775	23.513710425834542
23000	24000	23	263	527.4121	0.4913770506634183	166.7190310995503	3.8530341647256003e-38	527.8596501385832	526.9645498614168	22.83070462316045
24000	25000	24	279	555.7397	0.4943513937473548	173.24658299640794	1.445834572207851e-39	556.1973574435036	555.2820425564963	23.346304716378565
25000	26000	25	313	661.4907	0.46403865549369294	235.36593909010327	4.0288210632742537e-53	661.9832992660658	660.998100733934	25.128778591686466
26000	27000	26	311	892.3311	0.3373023510412054	526.1780987680805	1.916151268337659e-116	892.902146207661	891.760053792339	29.13056252100189
27000	28000	27	251	696.8298	0.3513367764085111	390.23032221214044	7.374555938092438e-87	697.3344969458195	696.3251030541804	25.745912917587518
28000	29000	28	389	720.0795	0.530267911839409	189.25443320965263	4.62459609132867e-43	720.596796861998	719.5622031380021	26.3886676387801
29000	30000	29	562	871.975	0.6332913769305958	131.683875368273	1.7544699155068994e-30	872.5359781211957	871.4140218788043	28.61696306388922
