start_chunk	end_chunk	id_chunk	n_observed	mean_simulated	odds_ratio	u	pvalue	cintervL	cintervH	stdev
0	1000	0	157	155.702172	1.0088874949022266	0.011498324450492703	0.9146063253845961	155.72588483607737	155.6784591639226	12.098587375492066
1000	2000	1	81	75.496227	1.0753154464324983	0.40418821227791213	0.5249341777485872	75.51301121662415	75.47944278337586	8.563518538805823
2000	3000	2	77	82.484385	0.9314203362768082	0.38531383223979354	0.5347729938978469	82.501881040127	82.466888959873	8.926699847747487
3000	4000	3	84	66.014923	1.2818071159915956	4.6388477686424	0.03125598122672173	66.03063294629472	65.99921305370528	8.015412297821678
4000	5000	4	80	78.382665	1.021308419208656	0.034213133962149644	0.853254192126594	78.39975817871037	78.36557182128963	8.721154883258006
5000	6000	5	65	75.472015	0.8575831080292818	1.5699937906777315	0.21020791545624615	75.48878927471738	75.45524072528262	8.558446052863511
6000	7000	6	71	74.488333	0.9518155883170301	0.1709315324077254	0.6792852489224459	74.50501048678406	74.47165551321594	8.509063631276419
7000	8000	7	55	74.611045	0.7313082146924931	5.83340708684495	0.015724640530896037	74.62771761200247	74.59437238799754	8.506576456364511
8000	9000	8	85	75.766055	1.1261165816538603	1.1170894366849815	0.290546037765736	75.78286026978746	75.74924973021253	8.574260127671367
9000	10000	9	101	75.624279	1.349519643683166	7.959462196990316	0.004783662597853407	75.64107404447849	75.60748395552152	8.569043046347646
10000	11000	10	89	71.916588	1.246216458862661	3.8893627859855044	0.048592856956769244	71.93297813429737	71.90019786570264	8.362452776444004
11000	12000	11	93	75.62879	1.2384666146878711	3.8387878213872355	0.050079714830502164	75.64558077800477	75.61199922199522	8.566866237773295
12000	13000	12	80	74.443836	1.077075719064503	0.41733642142493466	0.5182691192516125	74.46051231589915	74.42715968410086	8.508466231060918
13000	14000	13	74	88.116899	0.8349605391740862	2.474665989660533	0.11569401814717319	88.13496376021638	88.09883423978363	9.216867994270016
14000	15000	14	75	89.785215	0.8302899375204494	2.670112095921457	0.10224882171040152	89.8034426473809	89.76698735261908	9.299975075438375
15000	16000	15	57	80.026278	0.7056260239148715	7.587927377616424	0.005876046690796396	80.04353485956288	80.00902114043713	8.804666914013044
16000	17000	16	76	74.377389	1.022492380303641	0.03621782811793084	0.8490663579377928	74.39402090317228	74.36075709682771	8.48580629891344
17000	18000	17	92	76.061357	1.2174670936085255	3.232264609297232	0.0722007819792882	76.07820616655438	76.04450783344562	8.596656810560198
18000	19000	18	65	80.385575	0.803549652067576	3.249528546592874	0.07144400459500787	80.40287023942369	80.36827976057631	8.82424880198734
19000	20000	19	79	80.241781	0.9840250951689248	0.01994720054302679	0.8876846458783457	80.25906266708546	80.22449933291455	8.81732402421727
20000	21000	20	73	68.68617	1.064673208832286	0.27300385257785287	0.6013238433873775	68.70219336755538	68.67014663244463	8.175323769191042
21000	22000	21	85	79.809058	1.0673059678808503	0.3415571859422606	0.5589317608550745	79.82628237507396	79.79183362492603	8.788092918980544
22000	23000	22	59	78.870865	0.7420353151410377	5.650197133239928	0.017453409984217422	78.88799498503431	78.85373501496568	8.7399339329182
23000	24000	23	75	72.600738	1.034058178420369	0.08077609817274478	0.7762484088898208	72.61719015587306	72.58428584412695	8.3940969648531
24000	25000	24	76	76.493324	0.9933507809359016	0.00328773474407984	0.9542753357635056	76.5102020945281	76.4764459054719	8.611416226790109
25000	26000	25	73	91.000766	0.7963067573605978	3.954583347551548	0.046743888614427395	91.01914862564337	90.98238337435663	9.379046935229825
26000	27000	26	91	122.798005	0.7313811286378742	9.472738963137914	0.0020854776524010356	122.81917273353208	122.77683726646792	10.8000440286128
27000	28000	27	102	95.858457	1.0667637253461917	0.40086550867152404	0.5266426103934633	95.87728737357364	95.83962662642637	9.607493563836043
28000	29000	28	115	99.139434	1.1676100998519583	2.5158215390470353	0.11270888176740929	99.15858489612641	99.12028310387358	9.771028203809667
29000	30000	29	145	119.930265	1.2217606238786276	5.171298716010824	0.022963042391614903	119.9512143409893	119.90931565901072	10.688617404967538
