start_chunk	end_chunk	id_chunk	n_observed	mean_simulated	odds_ratio	u	pvalue	cintervL	cintervH	stdev
0	1000	0	112	116.139683	0.9621043754887562	0.15902053966888197	0.6900598873698736	116.16012607959324	116.11923992040677	10.430316469767877
1000	2000	1	46	56.333992	0.8119699686141554	2.08185440102762	0.1490589931996171	56.34848585407527	56.31949814592473	7.394946743820134
2000	3000	2	51	61.510244	0.8243786254742967	1.968385042321632	0.1606193849919569	61.5253493253495	61.4951386746505	7.706927082856305
3000	4000	3	50	49.236213	1.0159353976894485	0.012105433593854409	0.9123897897278246	49.24979096968653	49.22263503031347	6.927651002946886
4000	5000	4	55	58.453855	0.9391373009488271	0.21474688042155154	0.6430720181489968	58.46861943103912	58.43909056896087	7.532998515795352
5000	6000	5	54	56.285764	0.9581923426206556	0.09696338630827217	0.7555045771853579	56.300243212362574	56.27128478763743	7.387476357749242
6000	7000	6	57	55.554283	1.0268349570283528	0.03844322021211566	0.844555825487376	55.568671481765726	55.53989451823427	7.3411844654599845
7000	8000	7	51	55.671197	0.9137598213993507	0.4153101403591979	0.5192865184260196	55.68561566320989	55.65677833679011	7.356583418081455
8000	9000	8	48	56.539705	0.8450143359222693	1.3999883051324034	0.23672552874925765	56.554199466065434	56.52521053393456	7.395258988904648
9000	10000	9	64	56.407966	1.1393218116830248	1.0104014692140257	0.31480667863074463	56.422471668835726	56.39346033116428	7.400974783286592
10000	11000	10	50	53.647228	0.9301621416574071	0.2610354051800181	0.6094097083687466	53.661391948009495	53.6330640519905	7.226624517436616
11000	12000	11	59	56.40912	1.047414213968107	0.12089105029807268	0.7280700759003302	56.42360569002115	56.394634309978855	7.390781340670283
12000	13000	12	40	55.55075	0.7139931750437876	4.959907032402711	0.02594160198291996	55.565150824020456	55.536349175979545	7.347481639140041
13000	14000	13	39	65.715613	0.584877533453809	13.123188375411914	0.00029166324986415297	65.73123081928084	65.69999518071917	7.968407935982634
14000	15000	14	53	66.969991	0.7853643929896926	3.248068156050767	0.07150769149640697	66.98574411312967	66.95423788687032	8.037436560242268
15000	16000	15	61	59.706353	1.0223914264856444	0.028746019000506884	0.8653667922894583	59.72125913653906	59.69144686346094	7.6052984451230445
16000	17000	16	57	55.486429	1.028128798748951	0.0421696782705272	0.8372966736814313	55.50081550468795	55.47204249531205	7.340175735495641
17000	18000	17	49	56.735874	0.8600121589579593	1.1389662057799352	0.28587087944143913	56.750407096010555	56.72134090398945	7.4149684730364145
18000	19000	18	71	59.965022	1.1912262665766917	1.9833214096812526	0.15904094003454716	59.9799666233891	59.95007737661089	7.624934920346271
19000	20000	19	45	59.860219	0.7456800438865461	4.159631895259562	0.04139840005920928	59.875126438673156	59.845311561326845	7.605962810324476
20000	21000	20	52	51.242899	1.0151938914024592	0.0114439174368679	0.9148078236956233	51.25672590280553	51.229072097194475	7.054659812903738
21000	22000	21	58	59.534155	0.9734126009962963	0.041167143755092894	0.8392156332687116	59.54903182494621	59.519278175053785	7.5903433015888675
22000	23000	22	52	58.838948	0.8804709984070439	0.8532048621391564	0.3556472760367695	58.85374290587735	58.82415309412266	7.548547161758746
23000	24000	23	58	54.159609	1.0731598371510247	0.27416103792699076	0.600554072470314	54.17382691620492	54.14539108379508	7.254159769891965
24000	25000	24	51	57.058246	0.8908709158779615	0.6873571161404524	0.40706478082084296	57.07283164939316	57.043660350606835	7.441781870189693
25000	26000	25	67	67.871325	0.9866889803992518	0.011651896610478163	0.9140401527304859	67.88718396034474	67.85546603965525	8.091441141377413
26000	27000	26	82	91.5825	0.8906089071437383	1.0906726603535866	0.29632221714578966	91.60079527914792	91.56420472085208	9.334481654060928
27000	28000	27	77	71.513659	1.0799846643198978	0.4271437297015126	0.5133938150615109	71.5299336800322	71.49738431996781	8.303546557448751
28000	29000	28	81	73.945797	1.0996802871544522	0.6800284956447982	0.40957691192210666	73.96231699173028	73.92927700826972	8.428707672875538
29000	30000	29	196	89.469529	2.32886358652709	100.80134327846278	1.0168733607327178e-23	89.4876361859553	89.45142181404469	9.238514140172056
